Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-042191,2018-09,09/06/2018 15:45,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,3320,LIBERTY ST,16, , ,3320,LIBERTY,893117,996887.2
18-042192,2018-09,09/06/2018 15:45,Y, , ,1, , 51121,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,203,BOWEN ST,1, , ,203,BOWEN,892469.6,992302.4
18-042291,2018-09,09/06/2018 15:45,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 7TH ST / PINE ST,35, , , , ,908335.3,1017522
18-042216,2018-09,09/06/2018 16:00,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1307,SHENANDOAH AVE,21, , ,1307,SHENANDOAH,902520.7,1009805
18-042303,2018-09,09/06/2018 16:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4510,LINDELL BLVD,38, , ,4510,LINDELL,889197.7,1022730
18-042200,2018-09,09/06/2018 16:01,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,200,S TUCKER BLVD,35, ,@CITY JUSTICE CENTER,200,TUCKER,906343.9,1016785
18-045958,2018-09,09/06/2018 16:20,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4230,MINNESOTA AVE,17, , ,4230,MINNESOTA,895674,999878.2
18-042241,2018-09,09/06/2018 16:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4345,WASHINGTON AVE,38, , ,4345,WASHINGTON,891668.3,1024799
18-042203,2018-09,09/06/2018 16:56,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4400,LABADIE AVE,56, ,BLU GP HN4Z4P,4400,LABADIE,894495.6,1031142
18-042205,2018-09,09/06/2018 17:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3200,GUSTINE AVE,15, , ,3200,GUSTINE,891708.2,1007672
18-042254,2018-09,09/06/2018 17:20,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 9TH ST / WASHINGTON AVE,35, , , , ,907986.8,1018726
18-042254,2018-09,09/06/2018 17:20, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 9TH ST / WASHINGTON AVE,35, , , , ,907986.8,1018726
18-042220,2018-09,09/06/2018 17:24,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,1325,S GRAND BLVD,29, , ,1325,GRAND,894902.8,1015747
18-042220,2018-09,09/06/2018 17:24, , , ,-1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,1325,S GRAND BLVD,29, , ,1325,GRAND,894902.8,1015747
18-042929,2018-09,09/06/2018 17:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3937,OHIO AVE,16, ,STREET,3937,OHIO,897351.1,1001444
18-042265,2018-09,09/06/2018 17:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2019,E FAIR AVE,68, , ,2019,FAIR,900892.9,1035698
18-042217,2018-09,09/06/2018 17:40,Y, , ,1, , 43016,4,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,3928,N FLORISSANT AVE,65, , ,3928,FLORISSANT,904072,1030009
18-043059,2018-09,09/06/2018 17:55,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",169,E GRAND AVE,64,AMEREN - 8048, ,169,GRAND,905851.1,1034843
18-042286,2018-09,09/06/2018 18:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 9TH ST / OLIVE ST,35, , , , ,907779.2,1018012
18-042302,2018-09,09/06/2018 18:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3725,N 20TH ST,65, , ,3725,20TH,904899.8,1029607
18-042229,2018-09,09/06/2018 18:00,Y, , ,1, ,151140,2,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,1112,BLENDON PL,44, , ,1112,BLENDON,874996.6,1018765
18-042370,2018-09,09/06/2018 18:07,Y, , ,1, , 66601,3,"LARCENY-BICYCLES $500 - $24,999",4164,S GRAND BLVD,16, , ,4164,GRAND,893428.3,1000548
18-042237,2018-09,09/06/2018 18:16,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4457,PENNSYLVANIA AVE,17, , , , ,895165.6,998238.9
18-042237,2018-09,09/06/2018 18:16,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4457,PENNSYLVANIA AVE,17, , , , ,895165.6,998238.9
18-042237,2018-09,09/06/2018 18:16,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4457,PENNSYLVANIA AVE,17, , , , ,895165.6,998238.9
18-042237,2018-09,09/06/2018 18:16,Y, , ,1, , 41021,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4457,PENNSYLVANIA AVE,17, , , , ,895165.6,998238.9
18-042222,2018-09,09/06/2018 18:22,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3339,NEBRASKA AVE,30, , ,3339,NEBRASKA,896667.3,1005552
18-042234,2018-09,09/06/2018 18:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,W FAIRFAX CT / N NEWSTEAD AVE,58, , , , ,892014.6,1026221
18-042221,2018-09,09/06/2018 18:32,Y, , ,1, ,250000,3,LOITERING-BEGGING,0,S 7TH ST / I 44 WESTBOUND,20, , , , ,906811.3,1012468
18-042721,2018-09,09/06/2018 18:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1216,JOSEPHINE BAKER AVE,77, , ,1216,JOSEPHINE BAKER,898258.8,1023613
18-042225,2018-09,09/06/2018 18:52,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,1 70 WESTBOUND / ADELAIDE AVE,79, ,ALIAS ADELAIDE AVE/WB 70 CITY, , ,0,0
18-042293,2018-09,09/06/2018 19:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
18-042255,2018-09,09/06/2018 19:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,934,N NEWSTEAD AVE,58, , ,934,NEWSTEAD,891789.2,1025832
18-042294,2018-09,09/06/2018 19:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2004,RUSSELL BLVD,23, , ,2004,RUSSELL,901708.8,1010902
18-042923,2018-09,09/06/2018 19:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7600,HALL ST,79, ,@WORKHOUSE,7600,HALL,899461.2,1045874
18-042289,2018-09,09/06/2018 19:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1845,S 9TH ST,21, , ,1849,9TH,904611.3,1010677
18-042359,2018-09,09/06/2018 19:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3736,BAMBERGER AVE,15, ,1ST FLR,3736,BAMBERGER,891869.6,1003753
18-042249,2018-09,09/06/2018 19:05,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4400,PAGE BLVD,54, ,RANKEN PARKING LOT,4400,PAGE,892359.2,1027174
18-042398,2018-09,09/06/2018 19:07,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2631,RUSSELL BLVD,23, , ,2641,RUSSELL,899778.5,1011586
18-042231,2018-09,09/06/2018 19:09,Y, , ,1, , 10000,6,HOMICIDE,5592,FLOY AVE,76, , ,5594,FLOY,889848.5,1047342
18-042230,2018-09,09/06/2018 19:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,2431,N GRAND BLVD,59, , ,2431,GRAND,899026.8,1026346
18-042418,2018-09,09/06/2018 19:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1212,OLIVE ST,36,PARK PACIFIC PARKING GARAGE, ,1226,OLIVE,906394.4,1018237
18-042366,2018-09,09/06/2018 20:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
18-042238,2018-09,09/06/2018 20:06,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,1510,N 13TH ST,62, , , , ,907596.9,1022461
18-042288,2018-09,09/06/2018 20:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N BROADWAY / MARKET ST,35, , , , ,908726.5,1016736
18-042512,2018-09,09/06/2018 20:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
18-042239,2018-09,09/06/2018 20:35,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,800,OLIVE ST,35,ARCADE BUILDING, ,800,OLIVE,907992.6,1017744
18-042245,2018-09,09/06/2018 20:44,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CARTER AVE / N NEWSTEAD AVE,68, , ,4339,NEWSTEAD,897076,1035709
18-042296,2018-09,09/06/2018 21:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
18-042342,2018-09,09/06/2018 21:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,915,OLIVE ST,35, , ,915,OLIVE,907586.3,1018176
18-042313,2018-09,09/06/2018 21:00,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,926,N NEWSTEAD AVE,58, , ,926,NEWSTEAD,891789.2,1025832
18-042246,2018-09,09/06/2018 21:15,Y, , ,1, ,151140,2,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,6800,ARSENAL ST,10, , ,6827,SMILEY,875734,1010357
18-042243,2018-09,09/06/2018 21:25,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,999,N 2ND ST,35, ,LUMIERE HOTEL PARKING GARAGE,999,2ND,910439.8,1019433
18-042276,2018-09,09/06/2018 21:30,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,0,S BROADWAY / CERRE ST,35, , , , ,908252.1,1014911
18-042304,2018-09,09/06/2018 21:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
18-042276,2018-09,09/06/2018 21:30, , , ,-1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,0,S BROADWAY / CERRE ST,35, , , , ,908252.1,1014911
18-042284,2018-09,09/06/2018 22:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",1309,GRAHAM ST,42, , ,1309,GRAHAM,879667.7,1017099
18-042336,2018-09,09/06/2018 22:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1201,WALTON AVE,53, , ,1201,WALTON,889613.8,1028253
18-042314,2018-09,09/06/2018 22:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6916,SUTHERLAND AVE,9, , ,6916,SUTHERLAND,874407.9,1004484
18-043006,2018-09,09/06/2018 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
18-042248,2018-09,09/06/2018 22:10,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,5828,MCARTHUR AVE,70, ,@RESIDENCE,5828,MCARTHUR,885414.9,1039498
18-042353,2018-09,09/06/2018 22:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
18-042266,2018-09,09/06/2018 22:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / E PRAIRIE AVE,64, , , , ,904193,1035165
18-042256,2018-09,09/06/2018 23:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GUSTINE AVE / ITASKA ST,5, , , , ,889820.9,999368.9
18-042251,2018-09,09/06/2018 23:05,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,200,S BROADWAY,35, , , , ,908743.9,1016075
18-042264,2018-09,09/06/2018 23:15,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,0,N 13TH ST / WASHINGTON AVE,36, , , , ,906401.2,1019193
18-042257,2018-09,09/06/2018 23:20,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5550,S GRAND BLVD,1, ,@WALGREENS - 5550 S GRAND, , ,890701.1,995885.1
18-042471,2018-09,09/06/2018 23:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3026,SAMUEL SHEPARD DR,37, , ,3026,SAMUEL SHEPARD,899736.5,1021162
18-042413,2018-09,09/06/2018 23:30,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7877,COSTA PL,1, , ,7877,COSTA,886296.4,989353
18-042260,2018-09,09/06/2018 23:35,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8122,REILLY AVE,2,STREET, , , ,889128,986018
18-042260,2018-09,09/06/2018 23:35,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8122,REILLY AVE,2,STREET, , , ,889128,986018
18-042259,2018-09,09/06/2018 23:44,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5601,DEWEY AVE,3, ,APT 101,5601,DEWEY,889402.8,996524.9
18-042325,2018-09,09/07/2018 00:01,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1009,DILLON CT,33, , ,1009,DILLON,904150.5,1014727
18-042290,2018-09,09/07/2018 00:01,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3910,OLEATHA AVE,15, , ,3910,OLEATHA,891052.4,1005011
18-042262,2018-09,09/07/2018 00:28,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,5917,PENNSYLVANIA AVE,1, , ,5923,PENNSYLVANIA,892956.6,992843.8
18-042258,2018-09,09/07/2018 00:30,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,720,N TUCKER BLVD,35,GLOBE BUILDING,DOCK AREA,420,TUCKER,907140.5,1019238
18-042263,2018-09,09/07/2018 00:30,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4101,GRAVOIS AVE,16,QUIK TRIP, ,4101,GRAVOIS,889849,1003566
18-042261,2018-09,09/07/2018 00:40,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,711,N 11TH ST,35,THE GLOBE BUILDING,SOUTH LOADING DOCK AREA,711,11TH,907381.5,1019183
18-042267,2018-09,09/07/2018 00:50,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5721,PARK LN,73, , ,5758,VIVIAN,891245.4,1047328
18-042267,2018-09,09/07/2018 00:50,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5721,PARK LN,73, , ,5758,VIVIAN,891245.4,1047328
18-042350,2018-09,09/07/2018 01:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,2810,N 9TH ST,64,DAYS INN, ,2810,9TH,908176.4,1026937
18-042269,2018-09,09/07/2018 01:00,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",3630,KOELN AVE,4, , ,3642,KOELN,886474.5,990846.5
18-042295,2018-09,09/07/2018 01:30,Y, , ,1, , 73313,3,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,3702,S JEFFERSON AVE,18, , ,3702,JEFFERSON,898480.1,1002938
18-042271,2018-09,09/07/2018 01:36,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,MITCHELL AVE / PRATHER AVE,43, , , , ,876284.3,1015528
18-042268,2018-09,09/07/2018 01:58,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1501,LOCUST ST,36, , , , ,905463.8,1019072
18-042341,2018-09,09/07/2018 02:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4938,LOTUS AVE,55, , ,4938,LOTUS,889372.2,1031262
18-042270,2018-09,09/07/2018 02:10,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,N 13TH ST / CASS AVE,62, , , , ,907596.9,1022461
18-042375,2018-09,09/07/2018 02:20,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,0,N KINGSHIGHWAY BLVD / LILLIAN,71, , ,1, ,893063.9,1039007
18-042273,2018-09,09/07/2018 02:41,Y, , ,1, ,142310,4,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,1225,SPRUCE ST,36, , , , ,905741.9,1016498
18-042411,2018-09,09/07/2018 02:44,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,GERMANIA ST / MORGANFORD RD,4, , , , ,882336.6,992770.3
18-042278,2018-09,09/07/2018 02:55,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5720,MARQUETTE AVE,14,PARKED ON STREET, , , ,880540.3,1006913
18-042275,2018-09,09/07/2018 03:05,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,2921,CASS AVE,59, ,ON STREET, , ,900627.3,1024378
18-042274,2018-09,09/07/2018 03:15,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5601,DEWEY AVE,3, , ,5601,DEWEY,889402.8,996524.9
18-042277,2018-09,09/07/2018 03:25,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,509,BATES ST,1, , ,509,BATES,892681.9,994561.8
18-042361,2018-09,09/07/2018 03:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,OLIVE ST / N TUCKER BLVD,35, , , , ,906638.1,1018315
18-042308,2018-09,09/07/2018 04:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1220,OLIVE ST,36, , ,1220,OLIVE,906266,1018212
18-042281,2018-09,09/07/2018 04:30,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,6837,BRADLEY AVE,9, , ,6837,BRADLEY,875409.3,1009261
18-042464,2018-09,09/07/2018 05:00,Y, , ,1, , 52312,5,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4145,LINDELL BLVD,38,CROWN VISION, ,4149,LINDELL,892499.6,1022046
18-042812,2018-09,09/07/2018 06:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1226,OLIVE ST,36, , ,1226,OLIVE,906266,1018212
18-042280,2018-09,09/07/2018 06:25,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,COURTOIS ST / PENNSYLVANIA AVE,2, , , , ,888740,987947.4
18-042282,2018-09,09/07/2018 06:52,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CHOUTEAU AVE / I 55 SOUTHBOUND,20, ,ON I-55 SOUTHBOUND, , ,908447.5,1013545
18-043682,2018-09,09/07/2018 07:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,PINE ST / N TUCKER BLVD,35, ,GARAGE, , ,906567.2,1018060
18-042397,2018-09,09/07/2018 07:10,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5536,PAGE BLVD,48, ,APT 2E,5536,PAGE,883590.8,1030602
18-042297,2018-09,09/07/2018 07:30,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,MACKLIND AVE / SUBLETTE AVE,14, , , , ,882841.6,1007981
18-042367,2018-09,09/07/2018 07:30,Y, , ,1, , 51212,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,4718,HAMMETT PL,55, ,APT 2E,4718,HAMMETT,891073.4,1030638
18-042299,2018-09,09/07/2018 07:54,Y, , ,1, ,250000,5,LOITERING-BEGGING,212,N KINGSHIGHWAY BLVD,38,CHASE PARK PLAZA, ,212,KINGSHIGHWAY,887710.9,1023513
18-042408,2018-09,09/07/2018 08:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 9TH ST / CARR ST,62, , , , ,908442.5,1020385
18-043185,2018-09,09/07/2018 08:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4723,VIRGINIA AVE,16, , ,4723,VIRGINIA,893311.4,996899.9
18-043185,2018-09,09/07/2018 08:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4723,VIRGINIA AVE,16, , ,4723,VIRGINIA,893311.4,996899.9
18-042318,2018-09,09/07/2018 08:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 10TH ST / OFALLON ST,62, , , , ,908325.8,1021282
18-042292,2018-09,09/07/2018 08:34,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,WASHINGTON AVE,35, , ,300,WASHINGTON,909885.4,1018271
18-042307,2018-09,09/07/2018 08:50,Y, , ,1, , 31422,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,0,BATES ST / S GRAND BLVD,1, , , , ,890485.1,995971.1
18-044610,2018-09,09/07/2018 08:56,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4438,HOLLY AVE,68, , ,4438,HOLLY,898118.7,1035432
18-044434,2018-09,09/07/2018 09:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4451,ATHLONE AVE,68, , ,4451,ATHLONE,898386.3,1035417
18-044433,2018-09,09/07/2018 09:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4447,ATHLONE AVE,68, , ,4447,ATHLONE,898359.6,1035399
18-042306,2018-09,09/07/2018 09:16,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / GRAVOIS AVE,19, , , , ,893507.8,1004763
18-044445,2018-09,09/07/2018 09:27,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4834,MARGARETTA AVE,69, , ,4834,MARGARETTA,892890.4,1035209
18-044441,2018-09,09/07/2018 09:29,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4826,MARGARETTA AVE,69, , ,4826,MARGARETTA,892949,1035177
18-043192,2018-09,09/07/2018 09:52,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5149,PAGE BLVD,51, , ,5149,PAGE,886427.2,1029567
18-042357,2018-09,09/07/2018 10:00,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2314,MENARD ST,21, , ,2314,MENARD,903535.2,1009099
18-042311,2018-09,09/07/2018 10:10,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,3901,N KINGSHIGHWAY BLVD,70, ,SECURED LOT,3901,KINGSHIGHWAY,890932.3,1036090
18-042317,2018-09,09/07/2018 10:15,Y, , ,1, , 69711,6,LARCENY-ALL OTHER UNDER $500  /ATTEMPT,4115,SACRAMENTO AVE,68, ,@VICTIMS HOME,4115,SACRAMENTO,897646.6,1032056
18-042310,2018-09,09/07/2018 10:16,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,800,PINE ST,35, , , , ,907783.3,1017500
18-042489,2018-09,09/07/2018 11:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,1817,S 7TH ST,21, , ,1817,7TH,905358.6,1010531
18-042320,2018-09,09/07/2018 11:18,Y, , ,1, ,178100,4,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,400,S 14TH ST,36,TRAIN # 117,@METROLINK - CIVIC CENTER,400,14TH,0,0
18-042316,2018-09,09/07/2018 11:32,Y, , ,1, ,250000,4,LOITERING-BEGGING,900,LOCUST ST,35, , ,900,LOCUST,907715.6,1018136
18-042319,2018-09,09/07/2018 11:40,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2009,CASS AVE,60, ,REAR,2009,CASS,904117.9,1023466
18-042327,2018-09,09/07/2018 11:45,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
18-042356,2018-09,09/07/2018 12:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5508,GENEVIEVE AVE,72, ,PARKED IN DRIVERWAY,5508,GENEVIEVE,892886.9,1043519
18-042762,2018-09,09/07/2018 12:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",711,N GRAND BLVD,77, ,GRAND CENTER ACADEMY,711,GRAND,897084.6,1022225
18-043102,2018-09,09/07/2018 12:00,Y, , ,1, , 67501,4,"LARCENY-FROM BUILDING OVER $25,000",219,N BROADWAY,35, , ,219,BROADWAY,908996.8,1017376
18-042346,2018-09,09/07/2018 12:50,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,3879,FAIRVIEW AVE,15, ,ALLEY,3879,FAIRVIEW,891625.7,1005919
18-042668,2018-09,09/07/2018 13:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,856,RIVERTRAIL CT,74, , ,856,RIVERTRAIL,899038.8,1054168
18-042333,2018-09,09/07/2018 13:05,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N EUCLID AVE / NATURAL BRIDGE,55, , , , ,891824.3,1034808
18-042334,2018-09,09/07/2018 13:18,Y, , ,1, ,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4347,S BROADWAY,17, , ,4347,BROADWAY,896495.6,998909.4
18-042338,2018-09,09/07/2018 13:20,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4660,CHIPPEWA ST,5,SHOP N SAVE, ,4660,CHIPPEWA,885362.3,1003846
18-042619,2018-09,09/07/2018 13:30,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,DUNCAN AVE / S TAYLOR AVE,38, , , , ,888968.9,1020846
