Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-036349,2018-08,08/05/2018 20:07,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4700,CUPPLES PL,55, , , , ,891507.9,1031108
18-036350,2018-08,08/05/2018 20:15,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,LILLIAN AVE / UNION BLVD,71, , , , ,892177.9,1040261
18-036409,2018-08,08/05/2018 20:30,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3745,LOUIS ST,4, , ,3740,LOUIS,885679,991446.8
18-037071,2018-08,08/05/2018 20:30,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4961,ROSALIE ST,71, , ,4961,ROSALIE,895379.6,1040355
18-036358,2018-08,08/05/2018 20:49,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,N LEFFINGWELL AVE / SHERIDAN A,59, , , , ,901348.9,1023758
18-036353,2018-08,08/05/2018 20:55,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5424,S GRAND BLVD,1, , ,5425,GRAND,890951.6,996685.4
18-036377,2018-08,08/05/2018 21:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5235,PAGE BLVD,51, , ,5235,PAGE,885971.3,1029633
18-036557,2018-08,08/05/2018 21:00,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3153,TEXAS AVE,30, , ,3153,TEXAS,898502.6,1006629
18-039702,2018-08,08/05/2018 21:10,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8200,S BROADWAY,2,CIRCLE K, ,8200,BROADWAY,888035.9,986508.1
18-036365,2018-08,08/05/2018 21:10,Y, , ,1, , 10000,6,HOMICIDE,5416,EMERSON AVE,71, , , , ,893522.1,1042272
18-036355,2018-08,08/05/2018 21:10,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,8200,S BROADWAY,2,CIRCLE K, ,8200,BROADWAY,888035.9,986508.1
18-036354,2018-08,08/05/2018 21:20,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,300,N 9TH ST,35, , ,300,9TH,907779.6,1018013
18-036361,2018-08,08/05/2018 21:30,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4201,LACLEDE AVE,38, , ,4201,LACLEDE,891865.3,1021258
18-036374,2018-08,08/05/2018 21:40,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6020,S BROADWAY,1,MOBILE GAS STATION, , , ,893026.4,992107.8
18-036360,2018-08,08/05/2018 22:00,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,2241,RICHERT AVE,43, , ,2241,RICHERT,874358.5,1013569
18-036636,2018-08,08/05/2018 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1301,LOCUST ST,36, , ,2701,DELMAR,906292.4,1018750
18-036404,2018-08,08/05/2018 22:01,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,5760,CHIPPEWA ST,7,LIVING ROOM-CRAFT STELLAR BEER, ,5760,CHIPPEWA,879817.4,1004778
18-036383,2018-08,08/05/2018 22:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6700,MICHIGAN AVE,1, ,AT HAVEN, , ,890774.6,991235.1
18-036364,2018-08,08/05/2018 22:22,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3537,NEBRASKA AVE,19, , ,3537,NEBRASKA,896460.1,1004255
18-036368,2018-08,08/05/2018 22:27,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,721,N TUCKER BLVD,36,SHELL GAS STATION, ,721,TUCKER,906857.6,1019492
18-036367,2018-08,08/05/2018 22:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,900,N GRAND BLVD,77,CURRENCY EXCHANGE,CURRENCY EXCHANGE,4318,GRAND,897517.4,1022560
18-036390,2018-08,08/05/2018 22:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3221,BARRETT ST,67, , ,3221,BARRETT,901862.4,1030095
18-036422,2018-08,08/05/2018 23:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3905,LAFAYETTE AVE,28, ,GARAGE,3905,LAFAYETTE,893117.4,1013880
18-036379,2018-08,08/05/2018 23:00,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,0,CHIPPEWA ST / HAMPTON AVE,7,@BUS STOP, ,3912,MIAMI,879018.3,1005017
18-036373,2018-08,08/05/2018 23:11,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3660,VISTA AVE,29,SLU HOSPITAL, ,1325,GRAND,894110.8,1015311
18-036389,2018-08,08/05/2018 23:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,2005,LOCUST ST,36, , ,2005,LOCUST,903542.1,1019571
18-036372,2018-08,08/05/2018 23:30,Y, , ,1, ,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,1400,WASHINGTON AVE,36, , ,1300,WASHINGTON,905919.7,1019148
18-036456,2018-08,08/05/2018 23:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3833,MARINE AVE,18, , ,3833,MARINE,899739.7,1001793
18-036375,2018-08,08/05/2018 23:40,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,700,ROSEDALE AVE,48, , ,731,HODIAMONT,878151.1,1028301
18-036481,2018-08,08/06/2018 00:01,Y, , ,1, , 44011,6,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 1ST DEGRE",1016,GARTH AVE,74, , , , ,896314.7,1048286
18-037420,2018-08,08/06/2018 00:01,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1819,COLE ST,61, , ,1819,COLE,904704.8,1021095
18-036376,2018-08,08/06/2018 00:05,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,1421,E GANO AVE,66, , ,1421,GANO,903878,1034581
18-036378,2018-08,08/06/2018 00:35,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,DUNNICA AVE / S GRAND BLVD,16, , , , ,893246.7,1002875
18-040268,2018-08,08/06/2018 00:40,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4656,GRAVOIS AVE,5, , ,4656,GRAVOIS,887512.3,1001307
18-036381,2018-08,08/06/2018 00:40,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,4656,GRAVOIS AVE,5, , ,4654,GRAVOIS,887512.3,1001307
18-036380,2018-08,08/06/2018 00:42,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4707,MCMILLAN AVE,54, ,STREET, , ,890071.6,1027122
18-036380,2018-08,08/06/2018 00:42,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4707,MCMILLAN AVE,54, ,STREET, , ,890071.6,1027122
18-036380,2018-08,08/06/2018 00:42,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4707,MCMILLAN AVE,54, ,STREET, , ,890071.6,1027122
18-036380,2018-08,08/06/2018 00:42,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4707,MCMILLAN AVE,54, ,STREET, , ,890071.6,1027122
18-036382,2018-08,08/06/2018 00:59,Y, , ,1, ,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,MCCAUSLAND AVE / SOUTHWEST AVE,10, , , , ,874637.7,1012039
18-036391,2018-08,08/06/2018 01:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,5940,FLOY AVE,73, , ,5940,FLOY,890788.1,1049007
18-036386,2018-08,08/06/2018 01:19,Y, , ,1, , 91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1465,S GRAND BLVD,29,CARDINAL GLENNON HOSPITAL,@CARDINAL GLENNON HOSPITAL,1465,GRAND,894852.6,1015265
18-036512,2018-08,08/06/2018 01:30,Y, , ,1, , 81100,4,ARSON-1ST DEGREE/ATTEMPT,4010,PECK ST,67, ,1ST FLR,4010,PECK,901816.9,1030392
18-036425,2018-08,08/06/2018 01:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1014,LOCUST ST,35, ,1014 GALLERY CONDOS,1014,LOCUST,907293.9,1018316
18-036388,2018-08,08/06/2018 02:17,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / I 44 WESTBOUND,34,HIGHWAY, , , ,903771.5,1011454
18-036387,2018-08,08/06/2018 02:32,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,4938,PLOVER AVE,72, , ,4938,PLOVER,890065.3,1042247
18-036393,2018-08,08/06/2018 02:48,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,2910,CALIFORNIA AVE,30, , ,2900,CALIFORNIA,897914,1007991
18-036407,2018-08,08/06/2018 02:50,Y, , ,1, , 52312,5,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4605,OLIVE ST,38, ,BOWOOD GARDEN & HOME,4605,OLIVE,889588.8,1025368
18-036392,2018-08,08/06/2018 02:57,Y, , ,1, , 34421,2,ROBBERY-CONVEN STOR/STRNGARM/NO INJ/SUCCESS,3920,HAMPTON AVE,14,WALGREENS, , , ,879176.4,1005385
18-036395,2018-08,08/06/2018 03:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5861,HIGHLAND AVE,50, ,VICTIMS RESIDENCE,5861,HIGHLAND,883418,1035449
18-036415,2018-08,08/06/2018 04:16,Y, , ,1, , 69703,1,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4500,S BROADWAY,17, , ,4500,BROADWAY,896260.8,997735.4
18-036397,2018-08,08/06/2018 04:48,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 11TH ST / SALISBURY ST,65, , , , ,906468.6,1029947
18-036788,2018-08,08/06/2018 05:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1307,WASHINGTON AVE,36, , ,1307,WASHINGTON,906331.1,1019267
18-036627,2018-08,08/06/2018 05:00,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",4382,LACLEDE AVE,38, , ,4382,LACLEDE,890298.7,1021526
18-036400,2018-08,08/06/2018 05:15,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3121,UNION BLVD,50, , ,3700,UNION,888586.6,1035285
18-036401,2018-08,08/06/2018 05:15,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3034,JAMES COOL PAPA BELL AVE,59, , ,3034,JAMES COOL PAPA BELL,899847.8,1022973
18-036403,2018-08,08/06/2018 05:47,Y, , ,1, , 52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3122,S GRAND BLVD,25,CLARKSON EYE CARE, , , ,893884.9,1008098
18-036504,2018-08,08/06/2018 06:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4629,S BROADWAY,17, , ,4629,BROADWAY,895834.9,997103.8
18-036540,2018-08,08/06/2018 06:15,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,8214,VIRGINIA AVE,2, ,RESIDENCE,8214,VIRGINIA,886874.8,987375.3
18-036406,2018-08,08/06/2018 06:22,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2827,ARLINGTON AVE,50, , ,2827,ARLINGTON,887151.6,1034605
18-036491,2018-08,08/06/2018 06:30,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5823,WILSON AVE,12, ,@HOTEL- RED ROOF,5823,WILSON,881554.4,1013910
18-036633,2018-08,08/06/2018 06:30,Y, , ,1, , 41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,8540,MORA LN,73, , ,8540,MORA,891705.5,1049021
18-037777,2018-08,08/06/2018 07:00,Y, , ,1, , 95200,1,AGGRAVATED STALKING (THREAT OF DEATH OR SERIOU,4192,MERAMEC ST,5, , , , ,888455.3,1003592
18-036414,2018-08,08/06/2018 07:10,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3606,GRAVOIS AVE,15, , ,3500,GRAND,893507.5,1004764
18-036414,2018-08,08/06/2018 07:10,Y, , ,1, , 41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3606,GRAVOIS AVE,15, , ,3500,GRAND,893507.5,1004764
18-036416,2018-08,08/06/2018 07:27,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,3250,S COMPTON AVE,30, , ,3250,COMPTON,895626.3,1006237
18-036466,2018-08,08/06/2018 07:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,311,MARION ST,20, , ,311,MARION,906867.6,1011346
18-036419,2018-08,08/06/2018 07:30,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4660,CHIPPEWA ST,5, , , , ,885362.3,1003846
18-036531,2018-08,08/06/2018 07:40,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N LEFFINGWELL AVE / OLIVE ST,37, , , , ,900678.1,1019823
18-036418,2018-08,08/06/2018 07:55,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,BISHOP P L SCOTT AVE / GARFIEL,56, , , , ,896587.8,1027112
18-036423,2018-08,08/06/2018 07:56,Y, , ,1, , 44013,6,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",4547,DURANT AVE,71, , , , ,892449.9,1039388
18-036621,2018-08,08/06/2018 08:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4644,ANDERSON AVE,69, , ,4644,ANDERSON,894860.9,1036328
18-039482,2018-08,08/06/2018 08:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",6971,GRAVOIS AVE,4, , ,6971,GRAVOIS,881360.5,996051
18-036433,2018-08,08/06/2018 08:10,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-036495,2018-08,08/06/2018 08:27,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,1919,S GRAND BLVD,27, , ,1919,GRAND,894398.1,1012718
18-036426,2018-08,08/06/2018 08:29,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3157,SUBLETTE AVE,13, ,@SPD,3157,SUBLETTE,882564.6,1008801
18-036436,2018-08,08/06/2018 08:50,Y, , ,1, ,182130,1,DRUGS-POSSESSION/HEROIN,5001,S BROADWAY,17, ,REAR,5001,BROADWAY,894903.3,995424
18-036448,2018-08,08/06/2018 08:51,Y, , ,1, , 82000,3,ARSON-2ND DEGREE/SUCCESS,3849,S COMPTON AVE,16, , ,3849,COMPTON,894825.1,1002364
18-036449,2018-08,08/06/2018 09:00,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,0,ASHLAND AVE / CLAY AVE,56, , ,4025,SULLIVAN,897822.5,1030512
18-036544,2018-08,08/06/2018 09:00,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,1047,VERONICA AVE,74, , ,1047,VERONICA,895888.3,1050502
18-036767,2018-08,08/06/2018 09:00,Y, , ,1, , 92000,1,SIMPLE ASSAULT-HARRASSMENT,6612,MORGANFORD RD,4, ,APT A,6612,MORGANFORD,884467.6,995626.3
18-036705,2018-08,08/06/2018 09:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",4138,DR MARTIN LUTHER KING DR,58, , ,4138,DR MARTIN LUTHER KING,894318.8,1027270
18-036437,2018-08,08/06/2018 09:10,Y, , ,1, , 52112,4,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,1409,WASHINGTON AVE,36,ETERNALLY LOVED HEALTH CARE, ,1409,WASHINGTON,905906.8,1019379
18-036493,2018-08,08/06/2018 09:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2815,OLIVE ST,37, , ,2815,OLIVE,900524.6,1019988
18-037587,2018-08,08/06/2018 09:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3114,FRANKLIN AVE,59, , ,3114,FRANKLIN,899509.6,1021943
18-036435,2018-08,08/06/2018 09:36,Y, , ,1, ,250000,2,LOITERING-BEGGING,3938,GRATIOT ST,39,I64 EB RAMP / VANDEVENTER, , , ,892504.5,1018297
18-036995,2018-08,08/06/2018 10:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3021,N SARAH ST,56, , ,3021,SARAH,897116.8,1029962
18-036885,2018-08,08/06/2018 10:00,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,616,N 7TH ST,35, , ,616,7TH,908645.2,1018592
18-036956,2018-08,08/06/2018 10:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5335,DELMAR BLVD,49, , ,5335,DELMAR,884570.7,1026786
18-036500,2018-08,08/06/2018 10:05,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",3837,ILLINOIS AVE,18, , ,3837,ILLINOIS,899088.4,1001842
18-036450,2018-08,08/06/2018 10:25,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1000,SPRUCE ST,35, , ,1000,SPRUCE,906666.7,1015976
18-036530,2018-08,08/06/2018 10:26,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4011,N EUCLID AVE,69, , ,4011,EUCLID,892340.9,1035839
18-036530,2018-08,08/06/2018 10:26, , , ,-1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4011,N EUCLID AVE,69, , ,4011,EUCLID,892340.9,1035839
18-038719,2018-08,08/06/2018 10:28,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8241,CHURCH RD,74, , ,8241,CHURCH,896400.6,1048367
18-036572,2018-08,08/06/2018 10:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,421,S 10TH ST,35,@ CUPPLES PARKING GARAGE, ,421,10TH,906905.9,1016099
18-036453,2018-08,08/06/2018 10:36,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5009,S BROADWAY,17, , ,1020,LOUGHBOROUGH,894859.4,995346.7
18-036482,2018-08,08/06/2018 10:40,Y, , ,1, , 63601,2,"LARCENY-SHOPLIFT $500 - $24,999",3554,S KINGSHIGHWAY BLVD,15, , , , ,885656.5,1005276
18-036447,2018-08,08/06/2018 10:45,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,GOODFELLOW BLVD / KENNERLY AVE,50, , , , ,884070.8,1035302
18-036678,2018-08,08/06/2018 11:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4415,THOLOZAN AVE,15, , ,4415,THOLOZAN,887047.4,1005091
18-036595,2018-08,08/06/2018 11:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1832,CASS AVE,61, , ,1832,CASS,905088.9,1022929
18-036460,2018-08,08/06/2018 11:12,Y, , ,1, , 69703,1,LARCENY-ALL OTH/FRM PRSN/UNDER $500,0,BONITA AVE / S KINGSHIGHWAY BL,6, , , , ,881890.7,997701.6
18-036470,2018-08,08/06/2018 11:20,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,5874,DEGIVERVILLE AVE,46, , ,5874,DEGIVERVILLE,879785.3,1026342
18-036465,2018-08,08/06/2018 11:40,Y, , ,1, ,250000,4,LOITERING-BEGGING,800,N BROADWAY,35, , ,500,BROADWAY,909539.6,1018995
18-036489,2018-08,08/06/2018 11:47,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4169,LACLEDE AVE,38, , ,4169,LACLEDE,891908.8,1021246
18-036523,2018-08,08/06/2018 11:59,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,2835,OLIVE ST,37, , ,2835,OLIVE,900320.8,1020041
18-036469,2018-08,08/06/2018 12:05,Y, , ,1, ,250000,4,LOITERING-BEGGING,800,N 3RD ST,35, , ,800,3RD,910107.5,1018787
18-036492,2018-08,08/06/2018 12:54,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,FOREST PARK AVE / S GRAND BLVD,37, , , , ,896187.8,1019510
18-038068,2018-08,08/06/2018 13:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4004,WALSH ST,5, , ,4004,WALSH,888263.8,998794.4
18-036498,2018-08,08/06/2018 13:06,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,5750,NATURAL BRIDGE AVE,50,MOBILE GAS STATION,PARKING LOT,5750,NATURAL BRIDGE,885556.4,1038533
18-037786,2018-08,08/06/2018 13:17,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4609,RIDGEWOOD AVE,5, , ,4609,RIDGEWOOD,885417.6,1002290
18-036507,2018-08,08/06/2018 13:30,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,1507,GOODFELLOW BLVD,50,MOM S SOUL FOOD KITCHEN, ,1507,GOODFELLOW,883184.9,1033766
18-036516,2018-08,08/06/2018 13:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4001,UTAH ST,15, , ,4001,UTAH,890677.2,1006840
18-036797,2018-08,08/06/2018 13:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,1509,HORNSBY AVE,73, , ,1509,HORNSBY,894048.1,1050835
18-036506,2018-08,08/06/2018 13:38,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,6622,CHIPPEWA ST,8, , , , ,875964.8,1003952
18-036502,2018-08,08/06/2018 13:51,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
18-036514,2018-08,08/06/2018 13:54,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4059,COOK AVE,58, , ,4059,COOK,894838.6,1025585
18-036514,2018-08,08/06/2018 13:54,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4059,COOK AVE,58, , ,4059,COOK,894838.6,1025585
18-036527,2018-08,08/06/2018 14:00,Y, , ,1, , 51122,5,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5651,WELLS AVE,78, ,VACANT RESIDENCE,5651,WELLS,883522.8,1032860
18-037095,2018-08,08/06/2018 14:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3920,GREER AVE,56, , ,3920,GREER,898374.9,1029298
18-037271,2018-08,08/06/2018 14:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,1226,WASHINGTON AVE,36,PARK PACIFIC PARKING GARAGE,LEVEL 3,1226,WASHINGTON,906521.3,1018988
18-036639,2018-08,08/06/2018 14:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3933,S BROADWAY,16, , , , ,897890.5,1001421
18-036779,2018-08,08/06/2018 14:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3630,CALIFORNIA AVE,19, , ,3630,CALIFORNIA,897199.6,1003519
18-036509,2018-08,08/06/2018 14:15,Y, , ,1, ,250000,2,LOITERING-BEGGING,0,I 64 EASTBOUND / S KINGSHIGHWA,40, ,ALIAS KINGSHIGHWAY/EB 40, , ,887218.9,1018721
18-036520,2018-08,08/06/2018 14:28,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3202,S KINGSHIGHWAY BLVD,15,HOME DEPOT,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369
18-036521,2018-08,08/06/2018 14:32,Y, , ,1, , 36111,5,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,4135,LINDELL BLVD,38,BOOST MOBILE, ,4135,LINDELL,892822,1021958
18-036537,2018-08,08/06/2018 15:00,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4344,DR MARTIN LUTHER KING DR,58,FAMILY DOLLAR,BUSINESS,4344,DR MARTIN LUTHER KING,893273.3,1027743
18-037084,2018-08,08/06/2018 15:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",0,CABANNE AVE / UNION BLVD,51, , , , ,885160.1,1028192
18-036528,2018-08,08/06/2018 15:15,Y, , ,1, , 63601,3,"LARCENY-SHOPLIFT $500 - $24,999",3106,S GRAND BLVD,25,AT&T, ,3106,GRAND,893984.2,1008284
18-036524,2018-08,08/06/2018 15:30,Y, , ,1, ,151130,3,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3804,LOUISIANA AVE,16, , , , ,894430.6,1003076
18-036529,2018-08,08/06/2018 15:40,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4446,DELOR ST,5, , ,4446,DELOR,885496.7,1000973
18-036533,2018-08,08/06/2018 15:45,Y, , ,1, , 51121,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,4408,ALASKA AVE,16, ,APT B,4300,VIRGINIA,893753.1,998898.6
18-040298,2018-08,08/06/2018 15:46,Y, , ,1, ,103000,4,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,3110,DELMAR BLVD,37,ONE STOP MINI MART, ,919,JEFFERSON,899269.4,1021533
